ticker,tenor,index_series ,index_version,strike,annexDate,effDate,matDate,startDate,endDate
cdx-na-ig-tmt,5y,1,2,0.006,2006-08-14,2003-10-21,2009-03-20
cdx-na-ig-tmt,5y,2,1,0.006,2004-07-06,2004-03-23,2009-09-20
cdx-na-ig-tmt,5y,2,2,0.006,2006-08-14,2004-03-23,2009-09-20
cdx-na-ig-tmt,5y,3,1,0.005,2004-09-20,2004-09-21,2010-03-20
cdx-na-ig-tmt,5y,4,1,0.004,2005-03-20,2005-03-21,2010-06-20
cdx-na-ig-tmt,5y,5,1,0.0045,2005-09-20,2005-09-21,2010-12-20
cdx-na-ig-tmt,5y,6,1,0.0045,2006-03-20,2006-03-21,2011-06-20
cdx-na-ig-tmt,5y,7,1,0.005,2006-09-20,2006-09-21,2011-12-20
itraxx-eur,5y,1,1,0.0045,2004-06-24,2004-06-22,2009-09-20
itraxx-eur,5y,2,1,0.0035,2004-09-17,2004-09-20,2010-03-20
itraxx-eur,5y,3,1,0.0035,2005-03-20,2005-03-21,2010-06-20
itraxx-eur,5y,4,1,0.0035,2005-09-20,2005-09-20,2010-12-20
itraxx-eur,5y,5,1,0.004,2006-03-17,2006-03-20,2011-06-20
itraxx-eur,5y,6,1,0.003,2006-09-15,2006-09-20,2011-12-20
itraxx-eur,5y,7,1,0.003,2007-03-16,2007-03-20,2012-06-20
itraxx-eur,5y,8,1,0.0045,2007-09-17,2007-09-20,2012-12-20
itraxx-eur-hvol,5y,1,1,0.0075,2004-06-24,2004-06-22,2009-09-20
itraxx-eur-hvol,5y,2,1,0.0055,2004-09-17,2004-09-20,2010-03-20
itraxx-eur-hvol,5y,3,1,0.006,2005-03-20,2005-03-21,2010-06-20
itraxx-eur-hvol,5y,4,1,0.007,2005-09-20,2005-09-20,2010-12-20
itraxx-eur-hvol,5y,5,1,0.007,2006-03-17,2006-03-20,2011-06-20
