,ed198803,ed198806,ed198809,ed198812,ed198903,ed198906,ed198909,ed198912,ed199003,ed199006,ed199009,ed199012,ed199103,ed199106,ed199109,ed199112,ed199203,ed199206,ed199209,ed199212,ed199303,ed199306,ed199309,ed199312,ed199403,ed199406,ed199409,ed199412,ed199503,ed199506,ed199509,ed199512,ed199603,ed199606,ed199609,ed199612,ed199703,ed199706,ed199709,ed199712,ed199803,ed199806,ed199809,ed199812,ed199903,ed199906,ed199909,ed199912,ed200003,ed200006,ed200009,ed200012,ed200103,ed200106,ed200109,ed200112,ed200203,ed200206,ed200209,ed200212,ed200303,ed200306,ed200309,ed200312,ed200403,ed200406,ed200409,ed200412,ed200503,ed200506,ed200509,ed200512,ed200603,ed200606,ed200609,ed200612,ed200703,ed200706,ed200709,ed200712,ed200803,ed200806,ed200809,ed200812,ed200903,ed200906,ed200909,ed200912,ed201003,ed201006,ed201009,ed201012,ed201103,ed201106,ed201109,ed201112,ed201203,ed201206,ed201209,ed201212,ed201303,ed201306,ed201309,ed201312,ed201403,ed201406,ed201409,ed201412,ed201503,ed201506,ed201509,ed201512,ed201603,ed201606,ed201609,ed201612,ed201703,ed201706,ed201709,ed201712,ed201803,ed201806,ed201809
2008-07-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.145,96.985,96.945,96.795,96.545,96.235,95.995,95.79,95.64,95.51,95.455,95.395,95.345,95.275,95.24,95.19,95.14,95.065,95.025,94.97,94.915,94.835,94.79,94.74,94.7,94.63,94.585,94.53,94.485,94.425,94.395,94.365,94.32,94.27,94.25,94.22,94.185,94.145,94.14,94.12,NA
2008-07-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.115,96.865,96.765,96.57,96.295,95.98,95.745,95.54,95.39,95.26,95.21,95.16,95.125,95.065,95.04,95,94.96,94.895,94.865,94.82,94.775,94.705,94.67,94.63,94.595,94.53,94.49,94.44,94.4,94.34,94.315,94.285,94.245,94.2,94.185,94.16,94.135,94.105,94.11,94.1,NA
2008-07-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.075,96.815,96.7,96.48,96.19,95.875,95.645,95.45,95.315,95.2,95.155,95.105,95.07,95.01,94.985,94.945,94.91,94.845,94.815,94.77,94.73,94.66,94.625,94.585,94.55,94.485,94.445,94.395,94.355,94.295,94.27,94.24,94.2,94.155,94.14,94.115,94.09,94.06,94.065,94.055,NA
2008-07-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.075,96.82,96.725,96.505,96.2,95.875,95.635,95.445,95.31,95.2,95.155,95.105,95.075,95.02,95,94.965,94.93,94.87,94.845,94.8,94.76,94.69,94.655,94.615,94.58,94.515,94.475,94.425,94.385,94.325,94.3,94.27,94.23,94.185,94.17,94.145,94.12,94.09,94.095,94.085,NA
2008-07-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.045,96.79,96.67,96.44,96.135,95.81,95.575,95.395,95.275,95.17,95.13,95.08,95.05,95,94.985,94.95,94.915,94.86,94.835,94.79,94.75,94.685,94.65,94.61,94.58,94.515,94.475,94.43,94.395,94.335,94.31,94.28,94.24,94.195,94.185,94.16,94.135,94.105,94.11,94.1,NA
2008-07-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.03,96.73,96.585,96.35,96.06,95.745,95.52,95.345,95.225,95.125,95.09,95.045,95.02,94.975,94.96,94.925,94.89,94.835,94.81,94.765,94.725,94.66,94.625,94.585,94.555,94.49,94.455,94.41,94.375,94.315,94.295,94.27,94.235,94.19,94.18,94.155,94.135,94.105,94.115,94.105,NA
2008-07-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.11,96.925,96.83,96.605,96.305,95.99,95.765,95.585,95.46,95.35,95.31,95.26,95.23,95.18,95.16,95.12,95.08,95.015,94.985,94.935,94.89,94.82,94.785,94.745,94.71,94.645,94.605,94.56,94.52,94.46,94.435,94.41,94.375,94.33,94.32,94.295,94.275,94.245,94.25,94.24,NA
2008-07-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.085,96.855,96.755,96.53,96.22,95.89,95.655,95.47,95.345,95.24,95.205,95.16,95.13,95.08,95.06,95.02,94.98,94.915,94.885,94.835,94.79,94.72,94.685,94.645,94.61,94.545,94.51,94.465,94.42,94.36,94.335,94.31,94.275,94.23,94.22,94.195,94.175,94.145,94.145,94.135,NA
2008-07-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.115,96.94,96.875,96.68,96.395,96.065,95.82,95.625,95.49,95.375,95.33,95.28,95.245,95.19,95.165,95.12,95.075,95.005,94.975,94.925,94.875,94.805,94.765,94.725,94.69,94.625,94.59,94.54,94.495,94.435,94.41,94.385,94.345,94.3,94.285,94.26,94.24,94.21,94.21,94.2,NA
2008-07-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.105,96.905,96.83,96.635,96.35,96.02,95.78,95.585,95.455,95.345,95.3,95.25,95.215,95.16,95.135,95.09,95.045,94.975,94.94,94.885,94.835,94.765,94.725,94.685,94.65,94.585,94.55,94.5,94.455,94.395,94.375,94.35,94.315,94.27,94.255,94.23,94.21,94.18,94.18,94.17,NA
2008-07-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.19,96.975,96.86,96.66,96.38,96.05,95.805,95.61,95.47,95.355,95.31,95.26,95.225,95.17,95.145,95.1,95.055,94.985,94.95,94.895,94.845,94.775,94.735,94.69,94.655,94.59,94.555,94.505,94.465,94.405,94.385,94.36,94.33,94.285,94.27,94.245,94.23,94.2,94.205,94.195,NA
2008-07-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.19,97.005,96.915,96.74,96.48,96.16,95.92,95.725,95.585,95.465,95.415,95.355,95.31,95.24,95.21,95.16,95.11,95.04,94.995,94.94,94.885,94.815,94.775,94.725,94.685,94.62,94.585,94.535,94.5,94.44,94.42,94.39,94.365,94.32,94.305,94.28,94.265,94.235,94.24,94.225,NA
2008-08-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.16,96.96,96.875,96.72,96.485,96.19,95.965,95.77,95.63,95.515,95.465,95.405,95.35,95.28,95.245,95.19,95.14,95.07,95.025,94.965,94.91,94.84,94.8,94.75,94.705,94.64,94.605,94.555,94.525,94.465,94.445,94.415,94.39,94.345,94.33,94.305,94.29,94.26,94.265,94.245,NA
2008-08-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.15,96.915,96.825,96.66,96.425,96.135,95.905,95.705,95.56,95.44,95.39,95.325,95.275,95.21,95.175,95.12,95.07,95,94.955,94.895,94.845,94.775,94.735,94.685,94.645,94.58,94.545,94.5,94.47,94.41,94.39,94.36,94.335,94.29,94.275,94.25,94.235,94.205,94.21,94.19,NA
2008-08-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.165,96.955,96.855,96.68,96.44,96.135,95.895,95.685,95.535,95.41,95.36,95.3,95.255,95.195,95.165,95.11,95.065,95,94.955,94.895,94.845,94.775,94.735,94.685,94.645,94.58,94.545,94.5,94.47,94.41,94.39,94.36,94.335,94.29,94.275,94.25,94.235,94.205,94.21,94.19,NA
2008-08-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.165,96.95,96.84,96.65,96.395,96.085,95.84,95.625,95.47,95.34,95.285,95.225,95.18,95.12,95.09,95.035,94.99,94.925,94.88,94.82,94.77,94.7,94.66,94.61,94.57,94.505,94.47,94.425,94.395,94.335,94.315,94.285,94.26,94.215,94.2,94.175,94.16,94.13,94.135,94.115,NA
2008-08-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.18,97.025,96.96,96.79,96.545,96.24,95.995,95.775,95.615,95.48,95.415,95.345,95.295,95.23,95.195,95.135,95.085,95.02,94.975,94.915,94.86,94.79,94.745,94.695,94.655,94.59,94.55,94.505,94.475,94.415,94.385,94.355,94.33,94.285,94.265,94.24,94.225,94.195,94.195,94.175,NA
2008-08-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.175,96.985,96.905,96.735,96.495,96.19,95.945,95.73,95.57,95.435,95.375,95.31,95.26,95.205,95.18,95.13,95.085,95.025,94.985,94.93,94.88,94.815,94.775,94.73,94.69,94.625,94.585,94.54,94.51,94.45,94.42,94.39,94.37,94.325,94.305,94.28,94.265,94.235,94.235,94.215,NA
2008-08-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.175,96.95,96.85,96.67,96.435,96.14,95.9,95.685,95.52,95.38,95.315,95.245,95.195,95.14,95.115,95.065,95.025,94.965,94.93,94.875,94.83,94.765,94.725,94.68,94.645,94.58,94.54,94.495,94.465,94.41,94.38,94.35,94.33,94.285,94.265,94.24,94.225,94.195,94.195,94.175,NA
2008-08-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.17,97.025,96.98,96.82,96.59,96.3,96.06,95.835,95.655,95.505,95.435,95.365,95.31,95.255,95.23,95.18,95.14,95.08,95.045,94.99,94.945,94.88,94.84,94.795,94.76,94.695,94.655,94.61,94.58,94.525,94.495,94.465,94.445,94.4,94.38,94.355,94.34,94.31,94.31,94.29,NA
2008-08-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.16,96.995,96.94,96.775,96.55,96.26,96.015,95.78,95.6,95.45,95.38,95.315,95.265,95.215,95.195,95.15,95.115,95.06,95.03,94.98,94.94,94.88,94.845,94.8,94.765,94.705,94.665,94.625,94.595,94.545,94.52,94.495,94.48,94.44,94.425,94.4,94.39,94.36,94.36,94.34,NA
2008-08-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.155,96.98,96.935,96.79,96.58,96.305,96.075,95.855,95.68,95.535,95.465,95.4,95.345,95.29,95.265,95.215,95.175,95.12,95.085,95.03,94.99,94.93,94.89,94.845,94.81,94.75,94.71,94.665,94.635,94.585,94.56,94.535,94.515,94.475,94.46,94.435,94.42,94.39,94.39,94.37,NA
2008-08-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.145,96.935,96.935,96.815,96.62,96.345,96.12,95.905,95.725,95.575,95.505,95.435,95.38,95.32,95.29,95.24,95.195,95.14,95.105,95.05,95.005,94.945,94.9,94.855,94.82,94.76,94.72,94.675,94.65,94.6,94.575,94.55,94.53,94.49,94.475,94.45,94.44,94.41,94.41,94.39,NA
2008-08-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.135,96.94,96.955,96.835,96.63,96.345,96.12,95.905,95.73,95.585,95.515,95.445,95.39,95.33,95.3,95.25,95.205,95.15,95.115,95.06,95.015,94.955,94.91,94.865,94.83,94.77,94.73,94.685,94.66,94.61,94.585,94.56,94.54,94.5,94.485,94.46,94.45,94.42,94.42,94.4,NA
2008-08-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1475,96.99,97.01,96.885,96.67,96.385,96.155,95.935,95.75,95.59,95.51,95.435,95.38,95.32,95.29,95.235,95.185,95.13,95.095,95.04,94.995,94.935,94.89,94.845,94.81,94.75,94.71,94.665,94.64,94.59,94.565,94.54,94.52,94.48,94.465,94.44,94.43,94.4,94.4,94.38,NA
2008-08-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1725,97.045,97.095,96.98,96.77,96.48,96.25,96.03,95.845,95.685,95.6,95.52,95.465,95.405,95.375,95.32,95.27,95.215,95.18,95.125,95.08,95.02,94.975,94.93,94.895,94.835,94.795,94.75,94.725,94.675,94.65,94.625,94.605,94.565,94.55,94.525,94.515,94.485,94.485,94.465,NA
2008-08-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1725,97.015,97.045,96.92,96.705,96.415,96.19,95.97,95.795,95.645,95.565,95.485,95.43,95.37,95.335,95.28,95.23,95.175,95.14,95.085,95.035,94.975,94.935,94.89,94.855,94.795,94.755,94.715,94.69,94.64,94.615,94.59,94.57,94.53,94.515,94.49,94.48,94.45,94.45,94.43,NA
2008-08-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.17,96.945,96.915,96.785,96.585,96.31,96.1,95.89,95.72,95.57,95.495,95.425,95.375,95.32,95.285,95.235,95.19,95.135,95.1,95.05,95.005,94.945,94.905,94.865,94.83,94.77,94.735,94.7,94.675,94.63,94.605,94.58,94.565,94.53,94.515,94.49,94.48,94.455,94.455,94.435,NA
2008-08-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.175,97.005,97.02,96.89,96.675,96.385,96.165,95.945,95.77,95.62,95.545,95.48,95.43,95.375,95.345,95.295,95.25,95.2,95.165,95.115,95.075,95.015,94.975,94.935,94.9,94.84,94.805,94.77,94.745,94.7,94.675,94.65,94.635,94.6,94.585,94.56,94.55,94.525,94.525,94.505,NA
2008-08-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.175,97,97.015,96.895,96.7,96.42,96.205,95.985,95.805,95.655,95.575,95.505,95.455,95.4,95.37,95.32,95.275,95.225,95.19,95.145,95.105,95.045,95.005,94.965,94.935,94.875,94.84,94.805,94.78,94.735,94.71,94.685,94.67,94.635,94.62,94.595,94.585,94.56,94.56,94.54,NA
2008-08-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.04,97.09,96.975,96.77,96.48,96.26,96.04,95.855,95.695,95.61,95.535,95.485,95.43,95.4,95.355,95.31,95.26,95.23,95.185,95.145,95.085,95.045,95.005,94.975,94.915,94.885,94.845,94.82,94.775,94.75,94.725,94.71,94.675,94.66,94.635,94.625,94.6,94.6,94.575,NA
